Geneset	Number of Genes	Edge Density	Segregation
ABNORMAL_MEIOSIS	52	0.003770739064856712	0.0034387895460797797
ABNORMAL_MONOCYTE_MORPHOLOGY	36	0.0	0.0
ABNORMAL_MUSCLE_CONTRACTILITY	38	0.002844950213371266	0.002635046113306983
ABNORMAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	48	0.005319148936170213	0.00847457627118644
ABNORMAL_NEUTROPHIL_MORPHOLOGY	43	0.004429678848283499	0.0031545741324921135
ABNORMAL_PLATELET_MORPHOLOGY	48	0.0	0.0
ABNORMAL_PREPULSE_INHIBITION	48	0.0017730496453900709	0.0016680567139282735
ABNORMAL_PRESACRAL_VERTEBRAE_MORPHOLOGY	48	0.0008865248226950354	0.000942507068803016
ABNORMAL_RESPONSE_TO_NOVELTY	62	0.0005288207297726071	0.0007861635220125787
ABNORMAL_RETINAL_NEURONAL_LAYER_MORPHOLOGY	28	0.0	0.0
ABNORMAL_SACRAL_VERTEBRAE_MORPHOLOGY	23	0.0	0.0
ABNORMAL_SEMINIFEROUS_TUBULE_MORPHOLOGY	49	0.0008503401360544217	0.0008298755186721991
ABNORMAL_SLEEP_BEHAVIOR	32	0.0	0.0
ABNORMAL_SODIUM_ION_HOMEOSTASIS	38	0.0	0.0
ABNORMAL_SPERMATID_MORPHOLOGY	30	0.0	0.0
ABNORMAL_SPERMIOGENESIS	23	0.0	0.0
ABNORMAL_SPERM_MIDPIECE_MORPHOLOGY	24	0.0036231884057971015	0.0016339869281045752
ABNORMAL_SPERM_PHYSIOLOGY	77	0.001367053998632946	0.0027491408934707906
ABNORMAL_STARTLE_REFLEX	59	0.0005844535359438924	0.0010940919037199124
ABNORMAL_SYNAPSE_MORPHOLOGY	29	0.012315270935960592	0.008944543828264758
ABNORMAL_TESTIS_WEIGHT	54	0.001397624039133473	0.001949317738791423
ABNORMAL_TOUCH_NOCICEPTION	56	0.0006493506493506494	0.0009950248756218905
ABSENT_GERM_CELLS	42	0.0011614401858304297	0.0012004801920768306
ALTERED_SUSCEPTIBILITY_TO_BACTERIAL_INFECTION	51	0.000784313725490196	0.001607717041800643
ALTERED_SUSCEPTIBILITY_TO_VIRAL_INFECTION	39	0.006747638326585695	0.004916420845624385
ARREST_OF_SPERMATOGENESIS	48	0.0017730496453900709	0.002127659574468085
DECREASED_ALPHA_BETA_T_CELL_NUMBER	44	0.0021141649048625794	0.0018248175182481751
DECREASED_BODY_LENGTH	44	0.0	0.0
DECREASED_BONE_MINERAL_CONTENT	45	0.00202020202020202	0.0013917884481558804
DECREASED_BONE_MINERAL_DENSITY	38	0.0	0.0
DECREASED_CHOLESTEROL_LEVEL	52	0.0022624434389140274	0.0021849963583394027
DECREASED_CIRCULATING_INSULIN_LEVEL	61	0.0	0.0
DECREASED_GRANULOCYTE_NUMBER	41	0.003658536585365854	0.002152080344332855
DECREASED_GRIP_STRENGTH	51	0.000784313725490196	0.0007423904974016332
DECREASED_LEAN_BODY_MASS	67	0.0	0.0
DECREASED_MONOCYTE_CELL_NUMBER	22	0.0	0.0
DECREASED_MYELOID_CELL_NUMBER	38	0.0	0.0
DECREASED_STARTLE_REFLEX	25	0.0	0.0
DECREASED_TRIGLYCERIDE_LEVEL	46	0.0	0.0
DECREASED_VERTEBRAE_NUMBER	45	0.00101010101010101	0.0008319467554076539
DECREASED_VERTICAL_ACTIVITY	26	0.0	0.0
EMBRYONIC_LETHALITY_BEFORE_IMPLANTATION	100	0.01818181818181818	0.01232707848239967
EMBRYONIC_LETHALITY_BETWEEN_IMPLANTATION_AND_SOMITE_FORMATION	130	0.014788312462731067	0.012635011208477685
FEMALE_INFERTILITY	40	0.001282051282051282	0.001088139281828074
IMPAIRED_GLUCOSE_TOLERANCE	51	0.0	0.0
IMPROVED_GLUCOSE_TOLERANCE	38	0.001422475106685633	0.0013089005235602095
INCREASED_ALPHA_BETA_T_CELL_NUMBER	32	0.0020161290322580645	0.0015822784810126582
INCREASED_ANXIETY_RELATED_RESPONSE	35	0.0033613445378151263	0.001212856276531231
INCREASED_B_CELL_NUMBER	29	0.0	0.0
INCREASED_BODY_SIZE	42	0.0	0.0
INCREASED_BONE_MINERAL_CONTENT	40	0.001282051282051282	0.0013123359580052493
INCREASED_BONE_MINERAL_DENSITY	21	0.0	0.0
INCREASED_CIRCULATING_GLUCOSE_LEVEL	53	0.000725689404934688	0.0007541478129713424
INCREASED_CIRCULATING_HDL_CHOLESTEROL_LEVEL	25	0.0	0.0
INCREASED_EXPLORATION_IN_NEW_ENVIRONMENT	34	0.0017825311942959	0.0013513513513513514
INCREASED_FATTY_ACID_LEVEL	20	0.0	0.0
INCREASED_GRIP_STRENGTH	38	0.0	0.0
INCREASED_LEAN_BODY_MASS	42	0.0011614401858304297	0.0008382229673093043
INCREASED_STARTLE_REFLEX	30	0.0	0.0
INCREASED_STEROL_LEVEL	51	0.000784313725490196	0.001142857142857143
INCREASED_THERMAL_NOCICEPTIVE_THRESHOLD	22	0.0	0.0
OLIGOZOOSPERMIA	44	0.0	0.0
REDUCED_MALE_FERTILITY	53	0.002902757619738752	0.0027662517289073307
TERATOZOOSPERMIA	67	0.0013568521031207597	0.002352941176470588
