Geneset	Number of Genes	Edge Density	Segregation
ABSENT_GERM_CELLS	47	0.003279122109158187	0.001258356161899882
ALTERED_SUSCEPTIBILITY_TO_BACTERIAL_INFECTION	61	0.007725634426229509	0.004967681878704297
ARREST_OF_SPERMATOGENESIS	56	0.0027417862337662338	0.0015218035258596158
ATAXIA	23	0.0023300656126482213	0.0005169734074641736
DECREASED_ALPHA_BETA_T_CELL_NUMBER	54	0.006187659329140461	0.0026872565396638772
DECREASED_ANXIETY_RELATED_RESPONSE	26	0.0022580307692307696	0.00047494404517656907
DECREASED_BODY_LENGTH	47	0.0030364121184088804	0.0012874098351966878
DECREASED_BONE_MINERAL_CONTENT	56	0.0020702144155844153	0.0009907345158860898
DECREASED_BONE_MINERAL_DENSITY	45	0.0018727124242424239	0.000787856399967533
DECREASED_CHOLESTEROL_LEVEL	61	0.0017610564480874315	0.0011840129888498674
DECREASED_CIRCULATING_FREE_FATTY_ACID_LEVEL	21	0.0013334752380952382	0.00029812039800879234
DECREASED_CIRCULATING_HDL_CHOLESTEROL_LEVEL	26	0.0014437086153846156	0.0003682801376213109
DECREASED_CIRCULATING_INSULIN_LEVEL	65	0.0022516922596153848	0.0012842803458965734
DECREASED_GRANULOCYTE_NUMBER	50	0.002811611510204082	0.001225808179446363
DECREASED_GRIP_STRENGTH	58	0.002165969751966122	0.0011219581268236266
DECREASED_LEAN_BODY_MASS	75	0.0033251944504504504	0.0019212648476452717
DECREASED_MONOCYTE_CELL_NUMBER	26	0.0019430719999999997	0.0005762682161226374
DECREASED_MYELOID_CELL_NUMBER	41	0.0035666017073170734	0.0010956067987344894
DECREASED_RIB_NUMBER	25	0.0023219396666666666	0.0006549573547567778
DECREASED_STARTLE_REFLEX	29	0.001657482512315271	0.0004690190178686766
DECREASED_THRESHOLD_FOR_AUDITORY_BRAINSTEM_RESPONSE	22	0.002314777922077922	0.0005069683234017555
DECREASED_TRIGLYCERIDE_LEVEL	52	0.0015632366515837103	0.0008673919578941331
DECREASED_VERTEBRAE_NUMBER	53	0.0030372705370101593	0.0014127415060510274
EMBRYONIC_LETHALITY_BEFORE_IMPLANTATION	101	0.01779376588118812	0.009124900079066061
FEMALE_INFERTILITY	53	0.00461096328011611	0.0018712945153905043
IMPAIRED_GLUCOSE_TOLERANCE	54	0.0027452290006988117	0.0013359916131684187
IMPAIRED_HEARING	25	0.001012368	0.0002879759756134508
IMPROVED_GLUCOSE_TOLERANCE	41	0.001877806219512195	0.0008410664266663827
INCREASED_ALPHA_BETA_T_CELL_NUMBER	34	0.0029705969696969697	0.0009024992417445977
INCREASED_ANXIETY_RELATED_RESPONSE	45	0.0027310240404040407	0.0010973303417152276
INCREASED_B_CELL_NUMBER	33	0.0016888134469696969	0.0005545722603905352
INCREASED_BODY_SIZE	49	0.001860264285714286	0.0009103750366120664
INCREASED_BONE_MINERAL_CONTENT	41	0.0016312430487804878	0.0006657818460026742
INCREASED_BONE_MINERAL_DENSITY	26	0.0018152261538461538	0.0004698677731976924
INCREASED_CIRCULATING_GLUCOSE_LEVEL	57	0.0028513234962406014	0.0012965628607182643
INCREASED_CIRCULATING_HDL_CHOLESTEROL_LEVEL	30	0.0013289172413793104	0.00040638235945790246
INCREASED_EXPLORATION_IN_NEW_ENVIRONMENT	43	0.0018543019933554817	0.0008103406628838765
INCREASED_GRIP_STRENGTH	45	0.00237082797979798	0.0009755058859899194
INCREASED_IMMUNOGLOBULIN_LEVEL	27	0.002276494301994302	0.0006300621195518402
INCREASED_LEAN_BODY_MASS	49	0.0011259478741496597	0.000632330972424948
INCREASED_STARTLE_REFLEX	32	0.00245054435483871	0.0006801116570967142
INCREASED_STEROL_LEVEL	62	0.002031632575356954	0.0012388352719337125
INCREASED_THERMAL_NOCICEPTIVE_THRESHOLD	28	0.00380096216931217	0.0008108858120014215
OLIGOZOOSPERMIA	52	0.002232715158371041	0.0010364537562657324
REDUCED_FEMALE_FERTILITY	27	0.00322651339031339	0.000706803589819091
REDUCED_MALE_FERTILITY	60	0.0032961511864406778	0.0016998509347951787
TERATOZOOSPERMIA	76	0.0018454091929824563	0.0014654215131156244
UREMIA	25	0.0022016730000000003	0.0004941163602908472
